KillerID,AgeFirstKill,AgeLastKill,YearBorn,Motive,Sex,Race,Sentence,InsanityPlea
2254,18,18,1959,Robbery or financial gain,Male,Black,Life,Didn't plead
2255,22,22,1959,Enjoyment or power,Male,Black,Life,Didn't plead
2256,16,16,1992,Unknown,Female,Black,NA,Didn't plead
2257,32,38,1957,Anger (including mission-oriented killers),Male,Black,Life,Didn't plead
2258,27,27,1953,Anger (including mission-oriented killers),Male,White,Life,Unsuccessful
2259,27,31,1957,Robbery or financial gain,Male,Black,Life,Didn't plead
2260,33,45,1951,Robbery or financial gain,Male,White,Death penalty,Didn't plead
2261,57,65,1867,Enjoyment or power,Male,White,Death penalty,Unsuccessful
2262,33,37,1935,Anger (including mission-oriented killers),Male,White,"Not guilty by reason of insanity, life",NA
2263,27,29,1969,Enjoyment or power,Male,Black,Life,Didn't plead
2264,27,27,1934,Enjoyment or power,Male,White,Life,Unsuccessful
2265,29,32,1943,Enjoyment or power,Male,White,Life,Didn't plead
2266,32,33,1958,Robbery or financial gain,Male,White,Death penalty,Didn't plead
2267,31,34,1950,"Mental illness (including paranoia, visionary or Munchausen's syndrome)",Female,Hispanic,Life,Didn't plead
2268,39,44,1952,Enjoyment or power,Male,White,Life,Didn't plead
2269,28,32,1958,Enjoyment or power,Male,Hispanic,Life,Didn't plead
2270,21,27,1950,Enjoyment or power,Male,White,Life,Didn't plead
2271,21,27,1943,"Mental illness (including paranoia, visionary or Munchausen's syndrome)",Female,White,Life,Didn't plead
2272,27,28,1946,Enjoyment or power,Male,Black,Life,Unsuccessful
2273,21,21,1958,Robbery or financial gain,Male,Black,Life,Didn't plead
2274,32,33,1967,Enjoyment or power,Male,Black,Life,Didn't plead
2275,19,19,1967,Robbery or financial gain,Male,Black,Life,Didn't plead
2276,20,27,1971,Enjoyment or power,Male,Black,Life,Didn't plead
2277,42,54,1921,"Gang, cult or organised crime",Male,Black,Life,Didn't plead
2278,21,33,1954,"Gang, cult or organised crime",Male,Black,Life,Didn't plead
2279,18,43,1951,Anger (including mission-oriented killers),Male,Black,Life,Didn't plead
2280,17,17,1986,Enjoyment or power,Male,Black,Life,Didn't plead
2281,27,28,1887,Angel of Death,Male,White,Guilty but mentally ill,Successful
2282,17,18,1964,Robbery or financial gain,Male,Hispanic,Life,Didn't plead
2283,30,30,1955,Escape or avoid arrest,Male,Black,Died before trial,Didn't plead
2284,29,30,1934,Enjoyment or power,Male,Black,Life,Unsuccessful
2285,39,39,1960,Enjoyment or power,Male,Black,Death penalty,Didn't plead
2286,35,45,1942,Enjoyment or power,Male,White,Life,Didn't plead
2287,31,35,1958,Enjoyment or power,Male,White,Life,Unsuccessful
2288,26,50,1819,Robbery or financial gain,Male,White,Death penalty,Didn't plead
2289,31,32,1973,Anger (including mission-oriented killers),Male,Black,Life,Didn't plead
2290,35,51,1955,Enjoyment or power,Male,Hispanic,Life,Didn't plead
2291,36,36,1945,Enjoyment or power,Male,Black,Not competent,Unsuccessful
2292,24,27,1965,Enjoyment or power,Male,Hispanic,Life,Didn't plead
2293,29,47,1942,Anger (including mission-oriented killers),Male,White,Life,Unsuccessful
2294,20,20,1967,Robbery or financial gain,Male,Black,Life,Didn't plead
2295,37,38,1939,Enjoyment or power,Male,Black,Death penalty,Unsuccessful
2296,19,19,1938,Robbery or financial gain,Male,White,Life,NA
2297,31,32,1940,Enjoyment or power,Male,Hispanic,Not competent,NA
2298,38,53,1952,Anger (including mission-oriented killers),Male,White,Life,Didn't plead
2299,20,20,1943,Enjoyment or power,Male,Black,Life,Didn't plead
2300,30,44,1953,Angel of Death,Male,White,Life,Didn't plead
2301,31,45,1940,"Mental illness (including paranoia, visionary or Munchausen's syndrome)",Female,White,NA,Didn't plead
2302,18,18,1969,Robbery or financial gain,Male,Hispanic,Life,Unsuccessful
2303,44,45,1957,Enjoyment or power,Male,White,Life,Didn't plead
2304,29,29,1887,Robbery or financial gain,Male,White,Death penalty,Unsuccessful
2305,23,52,1936,Enjoyment or power,Male,White,Life,Didn't plead
2306,27,28,1958,Robbery or financial gain,Male,Black,NA,Didn't plead
2307,32,33,1958,Enjoyment or power,Male,Black,Life,Unsuccessful
2308,42,42,1961,Enjoyment or power,Male,Black,Not guilty by reason of insanity,Didn't plead
2309,16,50,1909,Anger (including mission-oriented killers),Male,White,Life,Didn't plead
2310,28,28,1826,Robbery or financial gain,Male,White,Death penalty,Didn't plead
2311,21,22,1958,"Gang, cult or organised crime",Female,Black,Life,Didn't plead
2312,31,37,1941,Robbery or financial gain,Male,Black,Died before trial,Didn't plead
2313,32,40,1934,Enjoyment or power,Male,White,Life,Didn't plead
2314,23,24,1969,"Gang, cult or organised crime",Male,Black,Life,Didn't plead
2315,34,40,1965,Robbery or financial gain,Female,White,Life,Didn't plead
2316,19,19,1973,Robbery or financial gain,Male,Black,Life,Didn't plead
2317,18,26,1983,"Gang, cult or organised crime",Male,Black,NA,NA
2318,21,25,1978,Robbery or financial gain,Male,Black,Life,Didn't plead
2319,20,21,1980,"Gang, cult or organised crime",Male,Black,Life,Didn't plead
2320,20,21,1971,"Gang, cult or organised crime",Male,Black,Life,Didn't plead
2321,37,37,1964,Anger (including mission-oriented killers),Male,Black,NA,NA
2322,39,51,1930,Robbery or financial gain,Male,Black,Death penalty,Didn't plead
2323,31,59,1951,Robbery or financial gain,Male,Black,Life,Didn't plead
2324,22,26,1972,"Gang, cult or organised crime",Male,Black,Life,Didn't plead
2325,20,20,1934,Enjoyment or power,Male,Black,Death penalty,Didn't plead
2326,23,25,1970,Robbery or financial gain,Male,Black,Life,Unsuccessful
2327,17,29,1967,Robbery or financial gain,Male,Black,Life,Didn't plead
2328,20,26,1967,Robbery or financial gain,Male,Black,Life,Didn't plead
2329,27,27,1932,Robbery or financial gain,Male,White,Life,Unsuccessful
2330,33,36,1959,Unknown,Male,Hispanic,NA,NA
2331,19,25,1968,Enjoyment or power,Male,White,Life,Didn't plead
2332,31,35,1958,Enjoyment or power,Male,Black,Life,Didn't plead
2333,32,64,1948,Anger (including mission-oriented killers),Male,White,Died before trial,Didn't plead
2334,21,38,1955,Enjoyment or power,Male,Black,Life,Didn't plead
2335,31,31,1964,Anger (including mission-oriented killers),Male,Black,Life,Didn't plead
2336,23,23,1978,Robbery or financial gain,Male,Hispanic,Life,Didn't plead
2337,36,36,1962,Enjoyment or power,Male,Black,Life,Didn't plead
2338,32,32,1970,Anger (including mission-oriented killers),Male,Black,Life,Didn't plead
2339,24,29,1964,Anger (including mission-oriented killers),Male,Black,Life,Didn't plead
2340,46,51,1950,Unknown,Male,Black,Life,Didn't plead
2341,25,26,1959,Enjoyment or power,Male,White,Death penalty,Didn't plead
2342,42,42,1962,Enjoyment or power,Male,Black,Life,Didn't plead
2343,24,24,1845,Revenge or vigilante justice,Male,White,Death penalty,Didn't plead
2344,31,32,1949,Enjoyment or power,Male,Black,Death penalty,Didn't plead
2345,22,23,1957,Enjoyment or power,Male,White,Life,Didn't plead
2346,18,37,1959,Enjoyment or power,Male,White,Death penalty,Didn't plead
2347,36,38,1958,Enjoyment or power,Male,Black,Death penalty,Didn't plead
2348,37,37,1956,Enjoyment or power,Male,White,Life,Didn't plead
2349,25,25,1922,Robbery or financial gain,Male,White,Death penalty,Didn't plead
2350,42,45,1948,Enjoyment or power,Male,White,Life,Didn't plead
2351,25,40,1952,Enjoyment or power,Male,White,Life,Didn't plead
2352,32,32,1967,Enjoyment or power,Male,White,Life,Didn't plead
2353,21,23,1947,Anger (including mission-oriented killers),Female,White,Guilty,Didn't plead
2354,29,33,1903,Robbery or financial gain,Female,White,Death penalty,Didn't plead
2355,32,41,1956,Enjoyment or power,Male,Black,Life,Didn't plead
2356,21,21,1971,Robbery or financial gain,Male,Black,Death penalty,Didn't plead
2357,37,41,1967,Enjoyment or power,Male,Black,Death penalty,Didn't plead
2358,21,31,1943,Enjoyment or power,Male,White,Life,Didn't plead
2359,30,31,1935,Enjoyment or power,Male,Black,Life,Didn't plead
2360,41,41,1936,Robbery or financial gain,Male,White,Life,Didn't plead
2361,42,42,1934,Robbery or financial gain,Male,White,Life,Didn't plead
2362,48,51,1924,Anger (including mission-oriented killers),Male,White,Life,Didn't plead
2363,19,33,1957,Robbery or financial gain,Male,White,NA,NA
2364,21,21,1971,Robbery or financial gain,Female,White,Life,Didn't plead
2365,41,41,1959,Enjoyment or power,Male,White,Died before trial,Didn't plead
2366,29,32,1955,Enjoyment or power,Male,White,Life,Didn't plead
2367,28,48,1952,Robbery or financial gain,Male,Black,Death penalty,Didn't plead
2368,28,30,1947,Enjoyment or power,Male,White,Life,Didn't plead
2369,19,19,1973,Robbery or financial gain,Male,Black,Life,Didn't plead
2370,50,52,1957,Enjoyment or power,Male,Black,Death penalty,Unsuccessful
2371,32,32,1950,Anger (including mission-oriented killers),Male,White,Death penalty,Unsuccessful
2372,19,19,1973,Robbery or financial gain,Female,Black,Life,Didn't plead
2373,25,25,1928,Enjoyment or power,Male,White,Death penalty,Didn't plead
2374,37,43,1814,Unknown,Male,White,Death penalty,Didn't plead
2375,27,27,1921,Robbery or financial gain,Male,White,Died before trial,Didn't plead
2376,41,42,1882,Revenge or vigilante justice,Female,White,Life,Unsuccessful
2377,38,38,1954,Robbery or financial gain,Male,Black,Death penalty,Didn't plead
2378,27,27,1961,Revenge or vigilante justice,Male,Black,Death penalty,Didn't plead
2379,27,40,1943,Anger (including mission-oriented killers),Male,Black,Death penalty,Didn't plead
2380,22,22,1973,"Gang, cult or organised crime",Male,Black,NA,NA
2381,46,48,1949,Revenge or vigilante justice,Male,Black,Life,Didn't plead
2382,27,27,1974,Robbery or financial gain,Male,Black,Life,Didn't plead
2383,25,25,1974,Anger (including mission-oriented killers),Male,Black,Death penalty,Didn't plead
2384,18,27,1973,Enjoyment or power,Male,Black,Death penalty,Didn't plead
2385,40,40,1968,Robbery or financial gain,Male,White,Life,Didn't plead
2386,38,38,1939,Enjoyment or power,Male,Black,Life,Didn't plead
2387,26,26,1975,Robbery or financial gain,Male,Black,Life,Didn't plead
2388,22,22,1989,Anger (including mission-oriented killers),Male,Black,NA,NA
2389,53,53,1958,Enjoyment or power,Male,White,NA,Didn't plead
2390,18,18,1992,Enjoyment or power,Male,White,Life,Didn't plead
2391,22,40,1944,Enjoyment or power,Male,White,"Life, death penalty",Didn't plead
2392,52,53,1935,Enjoyment or power,Male,Black,Died before trial,Didn't plead
2393,44,46,1937,Enjoyment or power,Male,White,Life,Didn't plead
2394,26,26,1975,Robbery or financial gain,Male,White,Death penalty,Didn't plead
2395,26,29,1963,Anger (including mission-oriented killers),Male,White,Life,Didn't plead
2396,28,65,1946,Anger (including mission-oriented killers),Male,White,Died before trial,Didn't plead
2397,28,56,1946,Robbery or financial gain,Male,White,Death penalty,Didn't plead
2398,32,33,1949,Enjoyment or power,Male,Black,Life,Didn't plead
2399,28,31,1951,Anger (including mission-oriented killers),Male,White,Death penalty,Didn't plead
2400,26,26,1957,Revenge or vigilante justice,Male,White,Death penalty,Didn't plead
2401,20,21,1986,Robbery or financial gain,Male,Black,Life,Didn't plead
2402,51,51,1943,Angel of Death,Female,White,Not prosecuted,Didn't plead
2403,33,34,1945,Robbery or financial gain,Male,White,Death penalty,Didn't plead
2404,26,27,1908,Anger (including mission-oriented killers),Male,White,Died before trial,Didn't plead
2405,41,41,1948,Robbery or financial gain,Male,White,Death penalty,Didn't plead
2406,16,32,1956,Enjoyment or power,Male,White,Life,Didn't plead
2407,36,43,1949,Robbery or financial gain,Male,White,Died before trial,Didn't plead
2408,16,17,1969,Enjoyment or power,Male,White,Death penalty,Didn't plead
2409,29,29,1949,Robbery or financial gain,Male,White,Death penalty,Didn't plead
2410,18,18,1972,Enjoyment or power,Male,White,Death penalty,Didn't plead
2411,33,33,1950,Enjoyment or power,Male,White,Death penalty,Unsuccessful
2412,28,32,1954,Enjoyment or power,Male,White,Life,Didn't plead
2413,26,38,1941,Robbery or financial gain,Male,White,Life,Didn't plead
2414,23,31,1957,Anger (including mission-oriented killers),Female,Black,Death penalty,Didn't plead
2415,66,66,1939,Enjoyment or power,Male,White,Life,Didn't plead
2416,22,35,1962,Anger (including mission-oriented killers),Male,White,Death penalty,Didn't plead
2417,19,36,1951,Anger (including mission-oriented killers),Male,Black,Death penalty,Didn't plead
2418,29,30,1955,Robbery or financial gain,Male,White,Death penalty,Didn't plead
2419,24,34,1948,Unknown,Male,Native American,Death penalty,Didn't plead
2420,27,28,1957,Robbery or financial gain,Male,White,Life,Didn't plead
2421,43,54,1935,Revenge or vigilante justice,Male,White,Life,Didn't plead
2422,41,42,1934,Enjoyment or power,Male,White,Life,Didn't plead
2423,40,44,1956,Anger (including mission-oriented killers),Male,White,Life,Didn't plead
2424,27,27,1954,Enjoyment or power,Male,White,Life,Didn't plead
2425,32,33,1935,Enjoyment or power,Male,White,Life,Unsuccessful
2426,27,34,1950,Unknown,Male,White,Life,Didn't plead
2427,27,30,1960,Enjoyment or power,Male,White,Unknown,Didn't plead
2428,30,30,1959,Enjoyment or power,Male,White,Death penalty,Didn't plead
2429,31,31,1947,Angel of Death,Male,White,Life,Didn't plead
2430,37,42,1952,Enjoyment or power,Male,White,Life,Didn't plead
2431,17,17,1970,"Gang, cult or organised crime",Male,White,Life,Didn't plead
2432,30,32,1957,Enjoyment or power,Male,White,Death penalty,Didn't plead
2433,18,34,1946,Enjoyment or power,Male,White,Life,Didn't plead
2434,15,15,1949,Robbery or financial gain,Male,White,Life,Didn't plead
2435,27,41,1932,Anger (including mission-oriented killers),Male,White,Life,Didn't plead
2436,32,32,1967,Enjoyment or power,Male,White,Life,Didn't plead
2437,33,37,1950,Enjoyment or power,Male,White,Death penalty,Didn't plead
2438,22,22,1966,"Gang, cult or organised crime",Male,White,Death penalty,Didn't plead
2439,22,24,1959,Enjoyment or power,Male,White,Life,Didn't plead
2440,40,40,1961,Escape or avoid arrest,Male,White,Life,Didn't plead
2441,32,54,1937,Enjoyment or power,Male,White,Death penalty,Didn't plead
2442,20,20,1986,Robbery or financial gain,Male,Black,Life,Didn't plead
2443,29,47,1946,Enjoyment or power,Male,White,NA,Didn't plead
2444,26,26,1981,Robbery or financial gain,Male,Black,Life,Didn't plead
2445,31,31,1952,Enjoyment or power,Male,Black,Life,Didn't plead
2446,21,21,1985,Robbery or financial gain,Male,Black,Life,Didn't plead
2447,23,23,1945,Anger (including mission-oriented killers),Male,White,Life,Didn't plead
2448,40,41,1956,Enjoyment or power,Male,Black,Death penalty,Didn't plead
2449,21,21,1968,Robbery or financial gain,Male,White,Death penalty,Didn't plead
2450,37,42,1947,Enjoyment or power,Male,Black,Life,Didn't plead
2451,33,34,1950,Enjoyment or power,Male,White,NA,Didn't plead
2452,31,38,1959,Enjoyment or power,Male,Black,Life,Didn't plead
2453,32,32,1948,Revenge or vigilante justice,Male,White,Death penalty,Didn't plead
2454,45,45,1962,Revenge or vigilante justice,Male,White,Life,Didn't plead
2455,30,36,1969,Revenge or vigilante justice,Male,White,Death penalty,Didn't plead
2456,27,31,1955,Enjoyment or power,Male,Black,Death penalty,Unsuccessful
2457,23,42,1925,"Mental illness (including paranoia, visionary or Munchausen's syndrome)",Female,White,Unknown,Didn't plead
2458,19,28,1960,Enjoyment or power,Male,Black,Death penalty,Didn't plead
2459,46,47,1941,Enjoyment or power,Male,White,Death penalty,Didn't plead
2460,17,21,1975,Revenge or vigilante justice,Male,Black,Death penalty,Didn't plead
2461,25,25,1956,Angel of Death,Male,Black,Life,Didn't plead
2462,34,34,1963,Convenience (didn't want children/spouse),Female,White,Guilty,Didn't plead
2463,40,41,1933,Robbery or financial gain,Male,White,Life,Unsuccessful
2464,24,27,1962,Enjoyment or power,Male,White,Life,Didn't plead
2465,30,31,1961,Enjoyment or power,Male,White,Life,Didn't plead
2466,23,24,1957,"Gang, cult or organised crime",Male,Hispanic,Life,Didn't plead
2467,20,21,1971,Enjoyment or power,Male,White,Death penalty,Didn't plead
2468,25,25,1969,Robbery or financial gain,Male,White,Death penalty,Didn't plead
2469,24,34,1903,Anger (including mission-oriented killers),Female,White,Died before trial,Didn't plead
2470,24,24,1986,Enjoyment or power,Male,Black,NA,NA
2471,24,25,1954,Enjoyment or power,Male,Black,Life,Didn't plead
2472,30,37,1970,Enjoyment or power,Male,Black,Life,Didn't plead
2473,28,28,1980,Robbery or financial gain,Male,Black,Life,Didn't plead
2474,19,19,1979,Robbery or financial gain,Male,Black,Death penalty,Didn't plead
2475,18,31,1952,Revenge or vigilante justice,Male,Black,Life,Didn't plead
2476,22,23,1984,"Gang, cult or organised crime",Male,Black,Life,Didn't plead
2477,38,68,1940,Robbery or financial gain,Male,Black,Life,Didn't plead
2478,14,34,1953,Unknown,Male,Black,NA,Didn't plead
2479,26,27,1964,Robbery or financial gain,Female,Black,Death penalty,Didn't plead
2480,38,38,1940,Robbery or financial gain,Male,Black,NA,NA
2481,23,24,1964,"Gang, cult or organised crime",Male,Black,Death penalty,Didn't plead
2482,24,30,1973,"Gang, cult or organised crime",Male,Black,Death penalty,Didn't plead
2483,54,63,1945,Convenience (didn't want children/spouse),Male,White,Life,Didn't plead
2484,24,49,1950,Anger (including mission-oriented killers),Male,Black,Death penalty,Didn't plead
2485,26,29,1981,Unknown,Male,Black,Life,Didn't plead
2486,27,32,1963,Enjoyment or power,Male,Black,Life,Didn't plead
2487,23,23,1987,Robbery or financial gain,Male,Black,Life,Didn't plead
2488,22,30,1972,Unknown,Male,Black,Life,NA
2489,32,33,1970,Robbery or financial gain,Male,White,NA,Didn't plead
2490,20,21,1963,Revenge or vigilante justice,Male,Black,Death penalty,Didn't plead
2491,24,24,1960,Enjoyment or power,Male,White,Life,Didn't plead
2492,33,34,1969,Enjoyment or power,Male,White,Life,Didn't plead
2493,17,19,1969,Enjoyment or power,Male,Black,Guilty,Didn't plead
2494,24,39,1946,Revenge or vigilante justice,Male,Native American,Death penalty,Didn't plead
2495,29,29,1969,Robbery or financial gain,Male,White,Died before trial,Didn't plead
2496,44,44,1964,Robbery or financial gain,Male,White,Died before trial,Didn't plead
2497,29,44,1965,Anger (including mission-oriented killers),Male,Black,Life,Didn't plead
2498,40,40,1906,Robbery or financial gain,Male,Black,Life,Didn't plead
2499,27,27,1956,Robbery or financial gain,Male,Black,Death penalty,Didn't plead
2500,31,32,1936,Enjoyment or power,Male,White,Life,Didn't plead
2501,24,24,1953,Enjoyment or power,Male,White,Death penalty,Didn't plead
2502,38,38,1967,Revenge or vigilante justice,Male,White,Death penalty,Didn't plead
2503,38,38,1954,Robbery or financial gain,Male,White,Death penalty,Didn't plead
2504,33,34,1940,Enjoyment or power,Male,White,Life,Didn't plead
2505,27,27,1977,Robbery or financial gain,Male,White,Life,Didn't plead
2506,26,27,1966,Enjoyment or power,Male,Black,Death penalty,Didn't plead
2507,19,19,1923,Robbery or financial gain,Male,Black,Death penalty,Didn't plead
2508,25,27,1974,Robbery or financial gain,Male,Black,Death penalty,Didn't plead
2509,35,36,1957,"Mental illness (including paranoia, visionary or Munchausen's syndrome)",Female,White,Life,Didn't plead
2510,36,36,1945,Enjoyment or power,Male,White,Life,Didn't plead
2511,38,38,1952,Robbery or financial gain,Male,White,Death penalty,Didn't plead
2512,29,29,1961,Robbery or financial gain,Male,Black,Life,Didn't plead
2513,24,24,1957,Robbery or financial gain,Male,Black,Death penalty,Unsuccessful
2514,27,27,1959,Robbery or financial gain,Male,White,Death penalty,Didn't plead
2515,26,26,1951,Robbery or financial gain,Male,White,Death penalty,Didn't plead
2516,43,43,1935,Robbery or financial gain,Male,White,Died before trial,Didn't plead
2517,27,29,1966,Enjoyment or power,Male,White,Death penalty,Didn't plead
2518,29,29,1945,Enjoyment or power,Male,Black,Life,Didn't plead
2519,33,33,1958,Enjoyment or power,Male,White,Life,Unsuccessful
2520,25,25,1977,Enjoyment or power,Male,Black,Life,Didn't plead
2521,25,25,1944,Enjoyment or power,Male,White,Life,Didn't plead
2522,27,27,1932,Robbery or financial gain,Male,White,Died before trial,Didn't plead
2523,42,42,1955,Robbery or financial gain,Male,White,Death penalty,Didn't plead
2524,23,24,1963,Enjoyment or power,Male,White,NA,Didn't plead
2525,41,43,1951,Enjoyment or power,Male,White,Life,Didn't plead
2526,33,34,1966,Robbery or financial gain,Male,White,Death penalty,Didn't plead
2527,32,35,1961,Convenience (didn't want children/spouse),Male,White,Life,Didn't plead
2528,31,34,1947,Enjoyment or power,Male,Black,Death penalty,Didn't plead
2529,25,26,1898,Robbery or financial gain,Male,Black,NA,NA
2530,28,28,1984,Robbery or financial gain,Male,Black,NA,NA
2531,21,35,1972,Anger (including mission-oriented killers),Male,Black,Death penalty,Didn't plead
2532,33,51,1957,Unknown,Male,Black,Life,Didn't plead
2533,20,20,1992,Robbery or financial gain,Male,Black,NA,NA
2534,37,47,1961,Robbery or financial gain,Male,Black,Life,Didn't plead
2535,33,33,1976,Anger (including mission-oriented killers),Male,Black,Life,Didn't plead
2536,45,56,1946,Robbery or financial gain,Female,White,Life,Didn't plead
2537,26,38,1956,Robbery or financial gain,Male,Black,Death penalty,Didn't plead
2538,31,43,1957,Robbery or financial gain,Male,Black,Life,Didn't plead
2539,38,49,1934,Robbery or financial gain,Female,White,Death penalty,Didn't plead
2540,39,53,1933,Unknown,Male,Black,Death penalty,Didn't plead
2541,19,19,1962,Robbery or financial gain,Male,Black,Death penalty,Didn't plead
2542,21,21,1964,"Gang, cult or organised crime",Male,White,Life,Didn't plead
2543,35,35,1972,Enjoyment or power,Male,Black,Life,Didn't plead
2544,26,26,1961,Enjoyment or power,Male,White,Death penalty,Didn't plead
2545,37,38,1939,Enjoyment or power,Male,Black,Death penalty,Didn't plead
2546,39,39,1956,Angel of Death,Female,White,Life,Didn't plead
2547,35,35,1957,Enjoyment or power,Male,White,Life,Didn't plead
2548,18,18,1975,"Gang, cult or organised crime",Male,Hispanic,Death penalty,Didn't plead
2549,19,20,1960,Enjoyment or power,Male,White,Death penalty,Didn't plead
2550,25,25,1971,Enjoyment or power,Male,Black,Death penalty,Didn't plead
2551,23,23,1975,"Gang, cult or organised crime",Male,Black,Life,Didn't plead
2552,23,23,1968,Robbery or financial gain,Male,Black,Death penalty,Didn't plead
2553,21,21,1969,Robbery or financial gain,Male,Black,Life,Didn't plead
2554,31,31,1970,Anger (including mission-oriented killers),Male,Black,Death penalty,Didn't plead
2555,24,25,1975,Enjoyment or power,Male,Black,Death penalty,Didn't plead
2556,22,29,1952,Robbery or financial gain,Male,Black,Death penalty,Didn't plead
2557,19,19,1972,Robbery or financial gain,Male,Black,Death penalty,Didn't plead
2558,31,31,1957,Unknown,Male,Black,Death penalty,Didn't plead
2559,25,25,1983,Enjoyment or power,Male,Black,Life,Didn't plead
2560,25,33,1947,Enjoyment or power,Male,Black,Death penalty,NA
2561,34,34,1958,Robbery or financial gain,Male,Black,Death penalty,Didn't plead
2562,23,23,1987,Robbery or financial gain,Male,Black,Life,Didn't plead
2563,24,24,1985,Robbery or financial gain,Female,Black,NA,Didn't plead
2564,22,22,1964,Robbery or financial gain,Male,White,Death penalty,Didn't plead
2565,39,39,1962,Enjoyment or power,Male,White,Death penalty,Didn't plead
2566,32,33,1965,Enjoyment or power,Male,Black,Death penalty,NA
2567,55,55,1940,Robbery or financial gain,Male,White,Death penalty,Didn't plead
2568,21,26,1963,Anger (including mission-oriented killers),Male,White,Death penalty,Didn't plead
2569,20,22,1986,"Gang, cult or organised crime",Male,Hispanic,NA,Didn't plead
2570,31,31,1959,Robbery or financial gain,Male,Black,Death penalty,Didn't plead
2571,33,33,1953,Enjoyment or power,Male,White,NA,Didn't plead
2572,34,47,1952,Anger (including mission-oriented killers),Male,Black,Death penalty,Didn't plead
2573,23,23,1978,Enjoyment or power,Male,White,Death penalty,Didn't plead
2574,18,18,1983,Robbery or financial gain,Male,White,Death penalty,Didn't plead
2575,60,61,1930,Enjoyment or power,Male,White,Life,Didn't plead
2576,43,44,1894,Robbery or financial gain,Male,White,Died before trial,Didn't plead
2577,25,27,1953,Robbery or financial gain,Male,White,Death penalty,Didn't plead
2578,33,37,1948,Enjoyment or power,Male,White,Death penalty,Didn't plead
2579,19,38,1969,Revenge or vigilante justice,Male,Black,Life,Didn't plead
2580,16,18,1954,Enjoyment or power,Male,White,Life,Unsuccessful
2581,30,31,1955,Enjoyment or power,Male,Black,Life,Didn't plead
2582,31,31,1954,Robbery or financial gain,Male,Black,Death penalty,Didn't plead
2583,35,35,1952,Unknown,Male,Hispanic,Death penalty,Didn't plead
2584,19,19,1974,"Gang, cult or organised crime",Male,Black,Death penalty,Didn't plead
2585,29,38,1966,Robbery or financial gain,Male,Hispanic,Death penalty,Didn't plead
2586,29,29,1968,Anger (including mission-oriented killers),Male,Black,Death penalty,Didn't plead
2587,31,33,1938,Enjoyment or power,Male,White,Died before trial,Didn't plead
2588,32,32,1954,Enjoyment or power,Male,White,Death penalty,Didn't plead
2589,33,37,1950,Enjoyment or power,Male,White,Life,Didn't plead
2590,22,22,1891,Revenge or vigilante justice,Female,White,Life,Didn't plead
2591,42,49,1952,Enjoyment or power,Male,White,Life,Didn't plead
2592,44,47,1950,Anger (including mission-oriented killers),Male,Hispanic,Life,Didn't plead
2593,47,50,1935,Enjoyment or power,Male,White,Not prosecuted,Didn't plead
2594,26,26,1948,Anger (including mission-oriented killers),Male,Black,Death penalty,Didn't plead
2595,26,27,1958,Anger (including mission-oriented killers),Male,White,Death penalty,Didn't plead
2596,26,29,1971,Enjoyment or power,Male,Hispanic,Life,Didn't plead
2597,28,36,1958,Enjoyment or power,Male,White,Death penalty,Didn't plead
2598,17,20,1956,Enjoyment or power,Male,White,Life,Unsuccessful
2599,24,31,1968,Enjoyment or power,Male,Hispanic,Death penalty,Didn't plead
2600,32,40,1969,Enjoyment or power,Male,White,NA,NA
2601,37,38,1963,Angel of Death,Female,White,Life,Didn't plead
2602,39,40,1955,Enjoyment or power,Male,Black,Death penalty,Didn't plead
2603,31,32,1949,"Mental illness (including paranoia, visionary or Munchausen's syndrome)",Female,White,Life,Didn't plead
2604,14,18,1971,Anger (including mission-oriented killers),Female,Black,Life,Didn't plead
2605,26,26,1945,Enjoyment or power,Male,White,Life,Didn't plead
2606,38,51,1932,Enjoyment or power,Male,White,Death penalty,Didn't plead
2607,31,36,1960,Enjoyment or power,Male,White,Life,Didn't plead
2608,40,40,1953,Enjoyment or power,Male,White,Death penalty,Didn't plead
2609,20,24,1970,Enjoyment or power,Male,Black,Life,Didn't plead
2610,33,34,1972,Enjoyment or power,Male,Black,Life,Didn't plead
2611,30,57,1937,Enjoyment or power,Male,White,Life,Didn't plead
2612,18,18,1967,"Gang, cult or organised crime",Female,White,Guilty,Didn't plead
2613,24,33,1962,Enjoyment or power,Male,Hispanic,Death penalty,Didn't plead
2614,40,40,1963,Robbery or financial gain,Male,Black,Life,Didn't plead
2615,17,17,1967,"Gang, cult or organised crime",Male,White,Life,Didn't plead
2616,18,18,1966,"Gang, cult or organised crime",Male,White,Guilty,Didn't plead
2617,22,29,1952,Enjoyment or power,Male,Hispanic,Life,Didn't plead
2618,25,39,1953,Robbery or financial gain,Male,Black,Death penalty,Didn't plead
2619,46,47,1963,Enjoyment or power,Male,Black,NA,NA
2620,26,28,1958,Enjoyment or power,Male,Asian,Death penalty,Didn't plead
2621,34,35,1952,Enjoyment or power,Male,White,Death penalty,Didn't plead
2622,25,25,1972,Robbery or financial gain,Male,Black,Death penalty,Didn't plead
2623,18,27,1957,Robbery or financial gain,Male,Black,Death penalty,Didn't plead
2624,34,41,1937,Enjoyment or power,Male,White,Life,Didn't plead
2625,28,29,1957,Enjoyment or power,Male,Black,Death penalty,Didn't plead
2626,19,21,1984,"Gang, cult or organised crime",Male,Hispanic,Life,Didn't plead
